,N,graph,p_Bd,r,abs_time_uniform,fix_prob_uniform,abs_time_temp,fix_prob_temp
599,4,435e0a,0.5,1.75,6.211107604838869,0.4335328657266285,6.159754813561233,0.4330582106437658
600,4,435e0a,0.6000000000000001,1.75,6.341760749834366,0.4434019964625998,6.258603651239321,0.44031025204810303
601,4,435e0a,0.7000000000000001,1.75,6.48289880831461,0.4532130549661665,6.359730844481586,0.4466143412287647
602,4,435e0a,0.8,1.75,6.635764293825606,0.4629880949176341,6.463685592458683,0.45197089318953443
603,4,435e0a,0.9,1.75,6.801807841234117,0.4727524072053244,6.571061624426031,0.45638220527711787
604,4,435e0a,1.0,1.75,6.982734416438927,0.4825352561264966,6.6825121704313935,0.4598524848718888
605,4,437e0a,0.0,0.25,4.642857142857144,0.035714285714285705,4.642857142857144,0.035714285714285705
606,4,437e0a,0.1,0.25,4.537125418750861,0.03239158368133635,4.537125418750861,0.03239158368133635
607,4,437e0a,0.2,0.25,4.435114503816795,0.029312977099236644,4.435114503816795,0.029312977099236644
608,4,437e0a,0.30000000000000004,0.25,4.336664389435586,0.026462563774583187,4.336664389435586,0.026462563774583187
609,4,437e0a,0.4,0.25,4.241622724953224,0.023825480523898625,4.241622724953224,0.023825480523898625
610,4,437e0a,0.5,0.25,4.149844452125821,0.021387832699619767,4.149844452125821,0.021387832699619767
611,4,437e0a,0.6000000000000001,0.25,4.0611914526224915,0.019136628534426946,4.0611914526224915,0.019136628534426946
612,4,437e0a,0.7000000000000001,0.25,3.9755322090129934,0.017059717998341155,3.9755322090129934,0.017059717998341155
613,4,437e0a,0.8,0.25,3.8927414794633215,0.015145735876214457,3.8927414794633215,0.015145735876214457
614,4,437e0a,0.9,0.25,3.8126999861970314,0.01338404878722095,3.8126999861970314,0.01338404878722095
615,4,437e0a,1.0,0.25,3.735294117647059,0.011764705882352944,3.735294117647059,0.011764705882352944
616,4,437e0a,0.0,0.4,4.923076923076924,0.076923076923077,4.923076923076924,0.076923076923077
617,4,437e0a,0.1,0.4,4.844789599892884,0.07232306967313606,4.844789599892884,0.07232306967313606
618,4,437e0a,0.2,0.4,4.768058401639345,0.0679303278688525,4.768058401639345,0.0679303278688525
619,4,437e0a,0.30000000000000004,0.4,4.692855253443669,0.06373747417566589,4.692855253443669,0.06373747417566589
620,4,437e0a,0.4,0.4,4.6191522176006,0.05973734635696597,4.6191522176006,0.05973734635696597
621,4,437e0a,0.5,0.4,4.546921525309771,0.05592299353705567,4.546921525309771,0.05592299353705567
622,4,437e0a,0.6000000000000001,0.4,4.47613560555522,0.05228767230101458,4.47613560555522,0.05228767230101458
623,4,437e0a,0.7000000000000001,0.4,4.406767111300583,0.04882484265793109,4.406767111300583,0.04882484265793109
624,4,437e0a,0.8,0.4,4.338788943166222,0.04552816389177613,4.338788943166222,0.04552816389177613
